Date,Transaction
7/3/17,Miami Marlins signed free agent OF Jandel Paulino to a minor league contract.
7/3/17,Los Angeles Dodgers signed free agent SS Vladimir Perez to a minor league contract.
7/3/17,Pittsburgh Pirates signed free agent RHP Bryan Torres to a minor league contract.
7/3/17,Tampa Bay Rays signed free agent SS Alberto Figuereo to a minor league contract.
7/3/17,Pittsburgh Pirates signed free agent SS Gregori Custodio to a minor league contract.
7/3/17,Pittsburgh Pirates signed free agent C Jommer Hernandez to a minor league contract.
7/3/17,Los Angeles Dodgers signed free agent RHP Carlos De Los Santos to a minor league contract.
7/3/17,Tampa Bay Rays signed free agent LHP Maicor Leon to a minor league contract.
7/3/17,Los Angeles Dodgers signed free agent RHP Jeisson Cabrera to a minor league contract.
7/3/17,Chicago White Sox activated RHP Gregory Infante.
7/4/17,Boston Red Sox sent LHP Eduardo Rodriguez on a rehab assignment to Pawtucket Red Sox.
7/4/17,Minnesota Twins activated SS Ehire Adrianza from the 10-day disabled list.
7/4/17,Minnesota Twins optioned DH Kennys Vargas to Rochester Red Wings.
7/4/17,Philadelphia Phillies signed SS Jake Holmes.
7/4/17,Philadelphia Phillies signed 1B Quincy Nieporte.
7/4/17,Philadelphia Phillies signed RHP Alex Garcia.
7/4/17,San Diego Padres sent LHP Buddy Baumann on a rehab assignment to AZL Padres 2.
7/4/17,New York Yankees activated LHP CC Sabathia from the 10-day disabled list.
7/4/17,New York Yankees activated RHP Adam Warren from the 10-day disabled list.
7/4/17,New York Yankees optioned RHP Domingo German to Scranton/Wilkes-Barre RailRiders.
7/4/17,New York Yankees optioned RHP Bryan Mitchell to Scranton/Wilkes-Barre RailRiders.
7/4/17,Toronto Blue Jays sent OF Dalton Pompey on a rehab assignment to Buffalo Bisons.
7/4/17,Chicago Cubs activated RF Jason Heyward from the 10-day disabled list.
7/4/17,Chicago Cubs recalled Jack Leathersich from Iowa Cubs.
7/4/17,Chicago Cubs optioned RHP Felix Pena to Iowa Cubs.
7/4/17,Chicago Cubs optioned 3B Jeimer Candelario to Iowa Cubs.
7/4/17,Miami Marlins designated LHP Jeff Locke for assignment.
7/4/17,Miami Marlins recalled Drew Steckenrider from New Orleans Baby Cakes.
7/4/17,Baltimore Orioles optioned RHP Jimmy Yacabonis to Norfolk Tides.
7/4/17,Baltimore Orioles recalled Tyler Wilson from Norfolk Tides.
7/4/17,San Diego Padres designated 3B Chase d'Arnaud for assignment.
7/4/17,San Diego Padres activated RHP Trevor Cahill from the 10-day disabled list.
7/4/17,Atlanta Braves sent 2B Sean Rodriguez on a rehab assignment to Rome Braves.
7/4/17,Atlanta Braves activated 1B Freddie Freeman from the 10-day disabled list.
7/4/17,Houston Astros signed free agent RHP Hecduar Barcenas to a minor league contract.
7/4/17,Atlanta Braves optioned LF Jace Peterson to Gwinnett Braves.
7/4/17,Cincinnati Reds signed RHP Mac Sceroler.
7/4/17,Minnesota Twins sent RHP Justin Haley on a rehab assignment to Rochester Red Wings.
7/4/17,St. Louis Cardinals sent LHP Zach Duke on a rehab assignment to Palm Beach Cardinals.
7/4/17,Philadelphia Phillies sent RHP Jerad Eickhoff on a rehab assignment to Reading Fightin Phils.
7/4/17,Los Angeles Angels recalled Mike Morin from Salt Lake Bees.
7/4/17,Los Angeles Angels optioned RHP Alex Meyer to Salt Lake Bees.
7/4/17,Arizona Diamondbacks activated CF A.J. Pollock from the 10-day disabled list.
7/4/17,Kansas City Royals optioned RHP Miguel Almonte to Omaha Storm Chasers.
7/4/17,Kansas City Royals activated LHP Danny Duffy.
7/4/17,Kansas City Royals signed free agent RHP Mitchell Schulewitz to a minor league contract.
7/4/17,Texas Rangers sent RHP Preston Claiborne outright to Round Rock Express.
7/4/17,Toronto Blue Jays placed C Luke Maile on the 10-day disabled list. Right knee inflammation.
7/4/17,Toronto Blue Jays activated C Miguel Montero.
7/4/17,Atlanta Braves released RHP Bartolo Colon.
7/4/17,Texas Rangers activated RHP Jeremy Jeffress from the 10-day disabled list.
7/4/17,Texas Rangers designated Ernesto Frieri for assignment.
7/4/17,Los Angeles Dodgers placed LHP Hyun-Jin Ryu on the 10-day disabled list. Left foot contusion.
7/4/17,Los Angeles Dodgers recalled Ross Stripling from Oklahoma City Dodgers.
7/4/17,Colorado Rockies sent CF Gerardo Parra on a rehab assignment to Albuquerque Isotopes.
7/4/17,Los Angeles Angels sent RHP Matt Shoemaker on a rehab assignment to Inland Empire 66ers.
7/4/17,San Francisco Giants sent 3B Conor Gillaspie on a rehab assignment to San Jose Giants.
7/4/17,Houston Astros signed RHP Brandon Bielak.
7/4/17,New York Mets signed RHP Jack Schneider.
7/4/17,Cincinnati Reds signed free agent RHP Francis Peguero to a minor league contract.
7/4/17,Los Angeles Dodgers signed free agent 3B Jose Nava to a minor league contract.
7/4/17,Pittsburgh Pirates signed free agent RHP Andres Arrieta to a minor league contract.
7/4/17,Pittsburgh Pirates signed free agent RHP Yandy Vega to a minor league contract.
7/4/17,Los Angeles Dodgers signed free agent RHP Hugo Beltran to a minor league contract.
7/4/17,Baltimore Orioles signed free agent SS Hector Vizcaino to a minor league contract.
7/4/17,Los Angeles Dodgers signed free agent 2B Jorbit Vivas to a minor league contract.
7/4/17,Los Angeles Dodgers signed free agent SS Yhostin Chirinos to a minor league contract.
7/4/17,Toronto Blue Jays signed free agent RHP William Gonzalez to a minor league contract.
7/4/17,Los Angeles Dodgers signed free agent LHP Luisenyer Perez to a minor league contract.
7/4/17,San Diego Padres signed free agent OF Junior Perez to a minor league contract.
7/4/17,Milwaukee Brewers signed free agent RHP Leoner Colina to a minor league contract.
7/4/17,Los Angeles Dodgers signed free agent C Andres Noriega to a minor league contract.
7/4/17,San Diego Padres signed free agent RHP Sergio Carrizoza to a minor league contract.
7/4/17,Oakland Athletics signed free agent OF Marshall Cantillo to a minor league contract.
7/4/17,San Diego Padres signed free agent RHP Edgar Martinez to a minor league contract.
7/4/17,Los Angeles Dodgers signed free agent C Jenderson Jardines to a minor league contract.
7/4/17,Kansas City Royals signed free agent C Junior Matias to a minor league contract.
7/4/17,San Francisco Giants signed free agent SS Jose Peralta to a minor league contract.
7/4/17,Colorado Rockies signed free agent OF Francisco Palma to a minor league contract.
7/4/17,Los Angeles Dodgers signed free agent RHP Harold Galindo to a minor league contract.
7/4/17,Detroit Tigers signed free agent OF Luis Oviedo to a minor league contract.
7/4/17,Los Angeles Dodgers signed free agent C Alejandro Fernandez to a minor league contract.
7/4/17,Kansas City Royals signed free agent LHP Luis Cepeda to a minor league contract.
7/4/17,Kansas City Royals signed free agent RHP Jose Ballista to a minor league contract.
7/4/17,Kansas City Royals signed free agent C Enmanuel Pire to a minor league contract.
7/4/17,Los Angeles Dodgers signed free agent SS Jorge Hernandez to a minor league contract.
7/4/17,Kansas City Royals signed free agent SS Enrique Valdez to a minor league contract.
7/5/17,Milwaukee Brewers signed free agent C Jose Romero to a minor league contract.
7/5/17,San Francisco Giants sent LHP Madison Bumgarner on a rehab assignment to San Jose Giants.
7/5/17,New York Yankees designated 1B Chris Carter for assignment.
7/5/17,New York Yankees selected the contract of 1B Ji-Man Choi from Scranton/Wilkes-Barre RailRiders.
7/5/17,Baltimore Orioles optioned RHP Tyler Wilson to Norfolk Tides.
7/5/17,Philadelphia Phillies signed RHP Connor Seabold.
7/5/17,Philadelphia Phillies signed LHP David Parkinson.
7/5/17,Philadelphia Phillies signed LHP Kyle Dohy.
7/5/17,Philadelphia Phillies signed LHP Damon Jones.
7/5/17,Detroit Tigers signed RHP Alex Faedo.
7/5/17,Oakland Athletics selected the contract of C Ryan Lavarnway from Nashville Sounds.
7/5/17,Oakland Athletics placed C Josh Phegley on the paternity list.
7/5/17,Minnesota Twins recalled Alan Busenitz from Rochester Red Wings.
7/5/17,"Minnesota Twins placed LHP Hector Santiago on the 10-day disabled list retroactive to July 3, 2017. Upper thoracic back pain and discomfort."
7/5/17,Milwaukee Brewers sent RHP Wily Peralta on a rehab assignment to Colorado Springs Sky Sox.
7/5/17,Arizona Diamondbacks sent RHP J.J. Hoover on a rehab assignment to AZL D-backs.
7/5/17,Houston Astros optioned LHP Ashur Tolliver to Fresno Grizzlies.
7/5/17,Houston Astros recalled RHP Joe Musgrove from Fresno Grizzlies.
7/5/17,Abraham Almonte roster status changed by Cleveland Indians.
7/5/17,Cleveland Indians placed 1B Carlos Santana on the paternity list.
7/5/17,Washington Nationals signed OF Nick Choruby.
7/5/17,Baltimore Orioles placed RHP Chris Tillman on the paternity list.
7/5/17,Baltimore Orioles activated LHP Zach Britton from the 60-day disabled list.
7/5/17,Baltimore Orioles recalled Jayson Aquino from Norfolk Tides.
7/5/17,Boston Red Sox sent LF Brock Holt on a rehab assignment to Portland Sea Dogs.
7/5/17,Toronto Blue Jays traded 2B Jonathan Diaz to New York Yankees.
7/5/17,Boston Red Sox sent LHP Brian Johnson on a rehab assignment to Pawtucket Red Sox.
7/5/17,Washington Nationals signed free agent RHP Francisco Rodriguez to a minor league contract.
7/5/17,San Francisco Giants signed free agent RHP Seth Rosin to a minor league contract.
7/5/17,Cincinnati Reds recalled Ariel Hernandez from Louisville Bats.
7/5/17,"Cincinnati Reds placed C Devin Mesoraco on the 10-day disabled list retroactive to July 3, 2017. Left shoulder strain."
7/5/17,Texas Rangers recalled Jurickson Profar from Round Rock Express.
7/5/17,Texas Rangers placed SS Elvis Andrus on the paternity list.
7/5/17,Detroit Tigers optioned RF Jim Adduci to Toledo Mud Hens.
7/5/17,Los Angeles Angels placed RHP Huston Street on the 10-day disabled list. Right groin strain.
7/5/17,Los Angeles Angels sent CF Mike Trout on a rehab assignment to Inland Empire 66ers.
7/5/17,Los Angeles Angels recalled Eduardo Paredes from Salt Lake Bees.
7/5/17,Detroit Tigers designated OF Matt den Dekker for assignment.
7/5/17,Detroit Tigers activated OF Alex Presley from the 10-day disabled list.
7/5/17,New York Mets signed LF Raphael Gladu.
7/5/17,Colorado Rockies released RHP Chad Qualls.
7/5/17,St. Louis Cardinals sent 2B Kolten Wong on a rehab assignment to Springfield Cardinals.
7/5/17,New York Mets traded SS Milton Ramos to Baltimore Orioles for Future Considerations.
7/5/17,Cleveland Indians signed C Joshua Rolette.
7/5/17,Atlanta Braves recalled Matt Wisler from Gwinnett Braves.
7/5/17,"Atlanta Braves placed RHP Arodys Vizcaino on the 10-day disabled list retroactive to July 3, 2017. Right index finger strain."
7/5/17,Chicago Cubs signed free agent RHP Jean Garcia to a minor league contract.
7/5/17,Chicago Cubs signed free agent RHP Anyel Beato to a minor league contract.
7/5/17,Boston Red Sox sent LF Brock Holt on a rehab assignment to Portland Sea Dogs.
7/5/17,Washington Nationals signed free agent OF Leandro Emiliani to a minor league contract.
7/5/17,Toronto Blue Jays signed free agent RHP Jose Brito to a minor league contract.
7/5/17,Toronto Blue Jays signed free agent LHP Nelfi Santos to a minor league contract.
7/5/17,Toronto Blue Jays signed free agent LHP Jhoan Dominguez to a minor league contract.
7/5/17,Cincinnati Reds signed RHP Michael Bono.
7/5/17,Toronto Blue Jays signed free agent RHP Junior Guzman to a minor league contract.
7/5/17,Toronto Blue Jays signed free agent LHP Christian Reyes to a minor league contract.
7/5/17,Toronto Blue Jays signed free agent RHP Eliezer Bello to a minor league contract.
7/5/17,Detroit Tigers signed free agent SS Carlos Irigoyen to a minor league contract.
7/5/17,Tampa Bay Rays signed free agent RHP Roybell Santodomingo to a minor league contract.
7/5/17,Detroit Tigers signed free agent OF Jose Reina to a minor league contract.
7/5/17,Toronto Blue Jays signed free agent SS Rainer Nunez to a minor league contract.
7/5/17,Kansas City Royals signed free agent LHP Luis Villar to a minor league contract.
7/5/17,Detroit Tigers signed free agent C Pedro Garcia to a minor league contract.
7/5/17,Washington Nationals signed free agent OF Tristan Hansack to a minor league contract.
7/5/17,Miami Marlins signed free agent RHP Jhean Flores to a minor league contract.
7/5/17,Detroit Tigers signed free agent RHP Adolfo Bauza to a minor league contract.
7/5/17,Detroit Tigers signed free agent SS Antonio Dominguez to a minor league contract.
7/5/17,Kansas City Royals signed free agent SS Jean Carvajal to a minor league contract.
7/6/17,Toronto Blue Jays sent LHP J.P. Howell on a rehab assignment to Buffalo Bisons.
7/6/17,Detroit Tigers placed LHP Daniel Norris on the 10-day disabled list. Left groin strain.
7/6/17,Detroit Tigers recalled Blaine Hardy from Toledo Mud Hens.
7/6/17,New York Yankees signed free agent IF Jose Carrera to a minor league contract.
7/6/17,Chicago White Sox sent RHP Miguel Gonzalez on a rehab assignment to Charlotte Knights.
7/6/17,Cincinnati Reds recalled Sal Romano from Louisville Bats.
7/6/17,Cincinnati Reds optioned RHP Austin Brice to Louisville Bats.
7/6/17,Texas Rangers optioned RHP Nick Martinez to Round Rock Express.
7/6/17,Chicago Cubs recalled LF Kyle Schwarber from Iowa Cubs.
7/6/17,New York Yankees sent CF Mason Williams outright to Scranton/Wilkes-Barre RailRiders.
7/6/17,Milwaukee Brewers recalled Yadiel Rivera from Colorado Springs Sky Sox.
7/6/17,Chicago White Sox activated RHP David Robertson from the paternity list.
7/6/17,Chicago White Sox designated RHP Michael Ynoa for assignment.
7/6/17,"Milwaukee Brewers placed 2B Eric Sogard on the 10-day disabled list retroactive to July 5, 2017. Left ankle strain."
7/6/17,Milwaukee Brewers sent CF Michael Reed outright to Biloxi Shuckers.
7/6/17,Chicago Cubs placed RHP John Lackey on the 10-day disabled list. Right foot plantar fascitis.
7/6/17,Kansas City Royals signed free agent SS Max Bartlett to a minor league contract.
7/6/17,Atlanta Braves recalled Akeel Morris from Gwinnett Braves.
7/6/17,Atlanta Braves optioned RHP Matt Wisler to Gwinnett Braves.
7/6/17,Oakland Athletics activated SS Marcus Semien from the 60-day disabled list.
7/6/17,"Oakland Athletics placed RHP Jharel Cotton on the 10-day disabled list retroactive to July 4, 2017. Right thumb blister."
7/6/17,Oakland Athletics transferred RHP Andrew Triggs from the 10-day disabled list to the 60-day disabled list. Strained left hip.
7/6/17,Philadelphia Phillies sent RHP Vince Velasquez on a rehab assignment to Reading Fightin Phils.
7/6/17,New York Mets sent OF Michael Conforto on a rehab assignment to St. Lucie Mets.
7/6/17,New York Mets sent LHP Josh Smoker on a rehab assignment to St. Lucie Mets.
7/6/17,Arizona Diamondbacks signed RHP Matt Tabor.
7/6/17,Baltimore Orioles selected the contract of 2B Johnny Giavotella from Norfolk Tides.
7/6/17,Baltimore Orioles optioned LHP Jayson Aquino to Norfolk Tides.
7/6/17,Baltimore Orioles designated 1B David Washington for assignment.
7/6/17,Boston Red Sox optioned LHP Brian Johnson to Pawtucket Red Sox.
7/6/17,Cleveland Indians sent RHP Danny Salazar on a rehab assignment to Columbus Clippers.
7/6/17,Tampa Bay Rays signed LHP Logan Darnell.
7/6/17,Los Angeles Dodgers recalled Scott Van Slyke from Oklahoma City Dodgers.
7/6/17,Los Angeles Dodgers placed LHP Grant Dayton on the 10-day disabled list. Neck stiffness.
7/6/17,Arizona Diamondbacks signed free agent RHP Jake Buchanan to a minor league contract.
7/6/17,Arizona Diamondbacks placed RHP Rubby De La Rosa on the 10-day disabled list. Shoulder inflammation
7/6/17,Arizona Diamondbacks recalled Jake Barrett from Reno Aces.
7/6/17,Seattle Mariners sent RHP Shae Simmons on a rehab assignment to AZL Mariners.
7/6/17,Texas Rangers signed RHP Ricky Vanasco.
7/6/17,Texas Rangers signed RHP Nick Snyder.
7/6/17,Cleveland Indians signed C Michael Rivera.
7/6/17,Cleveland Indians signed RHP Dante Mendoza.
7/6/17,Los Angeles Angels optioned RHP Parker Bridwell to Salt Lake Bees.
7/6/17,Milwaukee Brewers signed free agent RHP Kody Rock to a minor league contract.
7/6/17,New York Mets sent OF Michael Conforto on a rehab assignment to St. Lucie Mets.
7/6/17,Los Angeles Dodgers signed SS Jacob Amaya.
7/6/17,Los Angeles Dodgers signed RHP Nat Witt.
7/6/17,Los Angeles Dodgers signed OF Donovan Casey.
7/6/17,Los Angeles Dodgers signed RHP Mark Washington.
7/6/17,Los Angeles Dodgers signed RHP Riley Richert.
7/6/17,Chicago Cubs signed SS Luis Vazquez.
7/6/17,Houston Astros signed OF Andres Santana.
7/6/17,Philadelphia Phillies signed SS Dalton Guthrie.
7/6/17,Philadelphia Phillies signed 3B D.J. Stewart.
7/6/17,Kansas City Royals signed SS Matt Morales.
7/6/17,Houston Astros signed RHP Kyle Serrano.
7/6/17,Detroit Tigers placed LHP Daniel Norris on the 10-day disabled list. Left groin strain.
7/6/17,Texas Rangers signed free agent RHP Greyson Lambert to a minor league contract.
7/6/17,Baltimore Orioles signed free agent LHP Isaac Silva to a minor league contract.
7/6/17,Cincinnati Reds signed RHP Doug Norman.
7/6/17,San Diego Padres signed free agent RHP Alfredo Castaneda to a minor league contract.
7/6/17,Los Angeles Angels signed free agent LHP Jenrry Gonzalez to a minor league contract.
7/6/17,San Francisco Giants signed free agent CF Richgelon Juliana to a minor league contract.
7/6/17,Los Angeles Angels signed free agent LHP Jesus Leon to a minor league contract.
7/6/17,Los Angeles Angels signed free agent OF Rainier Rivas to a minor league contract.
7/6/17,Oakland Athletics signed free agent OF Jose Bonilla to a minor league contract.
7/6/17,Kansas City Royals signed free agent RHP Adrian Solano to a minor league contract.
7/6/17,Los Angeles Angels signed free agent LHP Wilson Gomez to a minor league contract.
7/6/17,Kansas City Royals signed free agent SS Herard Gonzalez to a minor league contract.
7/6/17,Philadelphia Phillies signed free agent OF Cesar Mata to a minor league contract.
7/6/17,Los Angeles Angels signed free agent RHP Emmanuel Duran to a minor league contract.
7/6/17,Philadelphia Phillies signed free agent RHP Roger Parraga to a minor league contract.
7/6/17,Kansas City Royals signed free agent OF Bryan Asencio to a minor league contract.
7/6/17,Texas Rangers signed OF William Jeffry.
7/6/17,Cleveland Indians signed free agent SS Richard Paz to a minor league contract.
7/7/17,Detroit Tigers signed IF Cameron Warner.
7/7/17,Washington Nationals signed LHP Seth Romero.
7/7/17,Washington Nationals signed RHP Wil Crowe.
7/7/17,Washington Nationals signed 2B Cole Freeman.
7/7/17,Washington Nationals signed C Alex Dunlap.
7/7/17,Chicago Cubs optioned LHP Jack Leathersich to Iowa Cubs.
7/7/17,Chicago Cubs recalled Dylan Floro from Iowa Cubs.
7/7/17,Minnesota Twins recalled Felix Jorge from Chattanooga Lookouts.
7/7/17,Minnesota Twins optioned RHP Alan Busenitz to Rochester Red Wings.
7/7/17,New York Mets signed LHP David Peterson.
7/7/17,Pittsburgh Pirates recalled A.J. Schugel from Indianapolis Indians.
7/7/17,Pittsburgh Pirates optioned C Elias Diaz to Indianapolis Indians.
7/7/17,Los Angeles Angels recalled 1B C.J. Cron from Salt Lake Bees.
7/7/17,Houston Astros signed RHP J.B. Bukauskas.
7/7/17,St. Louis Cardinals signed free agent 3B Francisco Hernandez to a minor league contract.
7/7/17,Houston Astros optioned RHP Dayan Diaz to Fresno Grizzlies.
7/7/17,Houston Astros activated RHP Charlie Morton from the 10-day disabled list.
7/7/17,Kansas City Royals sent RHP Seth Maness outright to Omaha Storm Chasers.
7/7/17,Washington Nationals placed CF Michael A. Taylor on the 10-day disabled list. Right oblique strain.
7/7/17,Washington Nationals activated LF Chris Heisey from the 10-day disabled list.
7/7/17,Tampa Bay Rays placed SS Tim Beckham on the 10-day disabled list. Left ankle sprain.
7/7/17,Tampa Bay Rays activated 2B Brad Miller from the 10-day disabled list.
7/7/17,Seattle Mariners optioned RHP Sam Gaviglio to Tacoma Rainiers.
7/7/17,Seattle Mariners recalled RHP Emilio Pagan from Tacoma Rainiers.
7/7/17,Boston Red Sox signed RHP Jake Thompson.
7/7/17,Boston Red Sox signed RHP Aaron Perry.
7/7/17,Boston Red Sox signed CF David Durden.
7/7/17,Boston Red Sox signed OF Tyler Dearden.
7/7/17,Boston Red Sox signed RHP Andrew Carber.
7/7/17,St. Louis Cardinals sent LHP Zach Duke on a rehab assignment to Memphis Redbirds.
7/7/17,St. Louis Cardinals activated CF Dexter Fowler from the 10-day disabled list.
7/7/17,St. Louis Cardinals optioned 1B Jose Martinez to Memphis Redbirds.
7/7/17,"Minnesota Twins placed 1B Joe Mauer on the 10-day disabled list retroactive to July 5, 2017. Low back lumbar strain."
7/7/17,Minnesota Twins recalled Kennys Vargas from Rochester Red Wings.
7/7/17,Atlanta Braves placed LF Danny Santana on the 10-day disabled list. Bacterial infection.
7/7/17,Atlanta Braves recalled Jace Peterson from Gwinnett Braves.
7/7/17,San Diego Padres sent 2B Chase d'Arnaud outright to El Paso Chihuahuas.
7/7/17,Toronto Blue Jays optioned RHP Dominic Leone to Buffalo Bisons.
7/7/17,Toronto Blue Jays activated RHP Aaron Sanchez from the 10-day disabled list.
7/7/17,Colorado Rockies activated LF Gerardo Parra from the 10-day disabled list.
7/7/17,St. Louis Cardinals sent LHP Kevin Siegrist on a rehab assignment to Springfield Cardinals.
7/7/17,Colorado Rockies optioned CF Mike Tauchman to Albuquerque Isotopes.
7/7/17,Miami Marlins signed RHP Colton Hock.
7/7/17,Miami Marlins signed RHP Taylor Braley.
7/7/17,Miami Marlins signed LHP Dakota Bennett.
7/7/17,Miami Marlins signed C Jan Mercado.
7/7/17,Miami Marlins signed RHP Matt Givin.
7/7/17,Atlanta Braves sent 2B Sean Rodriguez on a rehab assignment to Gwinnett Braves.
7/7/17,Miami Marlins signed C J.D. Osborne.
7/7/17,Cincinnati Reds signed RHP Hunter Greene.
7/7/17,Cincinnati Reds signed 1B Justin Bellinger.
7/7/17,Texas Rangers sent RHP Ernesto Frieri outright to Round Rock Express.
7/7/17,Texas Rangers recalled LF Drew Robinson from Round Rock Express.
7/7/17,Houston Astros signed C Michael Papierski.
7/7/17,Chicago Cubs signed 2B Jared Young.
7/7/17,Chicago Cubs signed CF Brandon Hughes.
7/7/17,Atlanta Braves signed free agent RHP Junior Rincon to a minor league contract.
7/7/17,Chicago Cubs signed RHP Alex Lange.
7/7/17,Chicago Cubs signed RHP Jeremiah Estrada.
7/7/17,Chicago Cubs signed OF Nelson Velazquez.
7/7/17,Cincinnati Reds optioned RHP Sal Romano to Louisville Bats.
7/7/17,Cincinnati Reds recalled Jesse Winker from Louisville Bats.
7/7/17,Miami Marlins recalled LHP Chris O'Grady from New Orleans Baby Cakes.
7/7/17,"Miami Marlins placed RHP Edinson Volquez on the 10-day disabled list retroactive to July 6, 2017. Left knee tendinitis"
7/7/17,San Francisco Giants optioned RHP Chris Stratton to Sacramento River Cats.
7/7/17,San Francisco Giants recalled 3B Miguel Gomez from Richmond Flying Squirrels.
7/7/17,San Francisco Giants activated 3B Conor Gillaspie.
7/7/17,Ryder Jones roster status changed by San Francisco Giants.
7/7/17,Seattle Mariners sent SS Shawn O'Malley on a rehab assignment to AZL Mariners.
7/7/17,Minnesota Twins signed free agent RHP Bartolo Colon to a minor league contract.
7/7/17,Texas Rangers signed SS Myles McKisic.
7/7/17,New York Mets signed free agent RHP Ryan McAuliffe to a minor league contract.
7/7/17,Toronto Blue Jays signed 1B P.K. Morris.
7/7/17,Los Angeles Dodgers signed CF Jeren Kendall.
7/7/17,Los Angeles Dodgers signed RHP Morgan Cooper.
7/7/17,Los Angeles Dodgers signed C Connor Wong.
7/7/17,Milwaukee Brewers signed C KJ Harrison.
7/7/17,Kansas City Royals signed OF Isaiah Henry.
7/7/17,San Diego Padres signed RHP Spencer Kulman.
7/7/17,Milwaukee Brewers signed free agent RHP Jorge Mancebo to a minor league contract.
7/7/17,Chicago Cubs signed RHP Peyton Remy.
7/7/17,San Diego Padres signed free agent RHP Jorge Leo to a minor league contract.
7/7/17,Arizona Diamondbacks signed free agent RHP Eric Mendez to a minor league contract.
7/7/17,Philadelphia Phillies signed free agent OF Pedro Ramirez to a minor league contract.
7/7/17,Tampa Bay Rays signed free agent CF Oscar Toussaint to a minor league contract.
7/7/17,Tampa Bay Rays signed RHP Alex Valverde.
7/7/17,"New York Mets signed RHP Ronnie Taylor, Jr.."
7/7/17,LHP Karlos Morales assigned to Milwaukee Brewers.
7/7/17,Minnesota Twins signed free agent RHP Jason Ferreras to a minor league contract.
7/7/17,Philadelphia Phillies signed free agent RHP Joan Hernandez to a minor league contract.
7/7/17,Toronto Blue Jays signed free agent C Gustavo Ruiz to a minor league contract.
7/7/17,San Diego Padres signed free agent RHP Alan Mundo to a minor league contract.
7/7/17,Atlanta Braves signed free agent CF Deivi Estrada to a minor league contract.
7/7/17,Atlanta Braves signed free agent SS Carlos Paraguate to a minor league contract.
7/7/17,Seattle Mariners signed free agent RHP Deivy Florido to a minor league contract.
7/7/17,Kansas City Royals signed free agent RHP Richi Vasquez to a minor league contract.
7/7/17,Kansas City Royals signed free agent OF Xionel Garcia to a minor league contract.
7/7/17,Atlanta Braves signed free agent CF Jonaiker Izaguirre to a minor league contract.
7/7/17,Milwaukee Brewers signed free agent OF Vitor Watanabe to a minor league contract.
7/8/17,Minnesota Twins recalled Zack Granite from Rochester Red Wings.
7/8/17,New York Yankees optioned RHP Luis Cessa to Scranton/Wilkes-Barre RailRiders.
7/8/17,New York Yankees optioned LHP Jordan Montgomery to Scranton/Wilkes-Barre RailRiders.
7/8/17,New York Yankees recalled Ben Heller from Scranton/Wilkes-Barre RailRiders.
7/8/17,New York Yankees recalled Jonathan Holder from Scranton/Wilkes-Barre RailRiders.
7/8/17,Baltimore Orioles activated RHP Chris Tillman from the paternity list.
7/8/17,Baltimore Orioles designated SS Paul Janish for assignment.
7/8/17,New York Mets activated LF Michael Conforto from the 10-day disabled list.
7/8/17,New York Mets placed LF Brandon Nimmo on the 10-day disabled list. Partially collapsed lung.
7/8/17,Milwaukee Brewers traded RHP Aaron Myers to Baltimore Orioles for Future Considerations.
7/8/17,Chicago White Sox sent RHP Michael Ynoa outright to Charlotte Knights.
7/8/17,Oakland Athletics recalled RHP Chris Smith from Nashville Sounds.
7/8/17,Oakland Athletics optioned SS Franklin Barreto to Nashville Sounds.
7/8/17,Oakland Athletics activated C Josh Phegley from the paternity list.
7/8/17,Oakland Athletics designated C Ryan Lavarnway for assignment.
7/8/17,Los Angeles Dodgers activated RHP Brandon McCarthy from the 10-day disabled list.
7/8/17,Los Angeles Dodgers optioned LF Scott Van Slyke to Oklahoma City Dodgers.
7/8/17,Miami Marlins sent 3B Miguel Rojas on a rehab assignment to Jupiter Hammerheads.
7/8/17,Pittsburgh Pirates designated LHP Antonio Bastardo for assignment.
7/8/17,Pittsburgh Pirates recalled Phil Gosselin from Indianapolis Indians.
7/8/17,Colorado Rockies recalled Zac Rosscup from Albuquerque Isotopes.
7/8/17,Colorado Rockies optioned RHP Antonio Senzatela to Albuquerque Isotopes.
7/8/17,Boston Red Sox sent LF Brock Holt on a rehab assignment to Pawtucket Red Sox.
7/8/17,Minnesota Twins optioned RHP Felix Jorge to Chattanooga Lookouts.
7/8/17,Texas Rangers activated SS Elvis Andrus from the paternity list.
7/8/17,Texas Rangers optioned SS Jurickson Profar to Round Rock Express.
7/8/17,Atlanta Braves sent LF Micah Johnson on a rehab assignment to Rome Braves.
7/8/17,New York Yankees sent DH Matt Holliday on a rehab assignment to Scranton/Wilkes-Barre RailRiders.
7/8/17,San Francisco Giants recalled Mac Williamson from Sacramento River Cats.
7/8/17,San Francisco Giants placed LF Austin Slater on the 10-day disabled list. Right groin strain.
7/8/17,Cleveland Indians activated 1B Carlos Santana from the paternity list.
7/8/17,Cleveland Indians optioned RHP Shawn Armstrong to Columbus Clippers.
7/8/17,RHP Glenn Sparkman returned to Kansas City Royals from Toronto Blue Jays.
7/8/17,Miami Marlins sent 3B Miguel Rojas on a rehab assignment to Jupiter Hammerheads.
7/8/17,Seattle Mariners placed RHP Rob Whalen on the restricted list.
7/8/17,Toronto Blue Jays signed free agent RHP Santos Moreno to a minor league contract.
7/8/17,San Diego Padres signed free agent RHP Efrain Contreras to a minor league contract.
