Date,Transaction
3/23/17,Los Angeles Angels signed free agent RHP Jon Fitzsimmons to a minor league contract.
3/24/17,RHP Alexis Rivero assigned to Philadelphia Phillies.
3/24/17,New York Yankees optioned RHP Luis Cessa to Scranton/Wilkes-Barre RailRiders.
3/24/17,2B Peter Maris assigned to Tampa Bay Rays.
3/24/17,RF Manny Sanchez assigned to Tampa Bay Rays.
3/24/17,SS Trever Morrison assigned to Milwaukee Brewers.
3/24/17,Cincinnati Reds optioned LF Jesse Winker to Louisville Bats.
3/24/17,C Christian Correa assigned to Houston Astros.
3/24/17,2B Frandy De La Rosa assigned to Texas Rangers.
3/24/17,RHP Rafael Pineda assigned to Seattle Mariners.
3/24/17,RHP Emilio Pagan assigned to Seattle Mariners.
3/24/17,1B Kyle Petty assigned to Seattle Mariners.
3/24/17,2B Andrew Ely assigned to Chicago Cubs.
3/24/17,3B Logan Taylor assigned to Seattle Mariners.
3/24/17,3B Jhombeyker Morales assigned to Seattle Mariners.
3/24/17,RHP Craig Brooks assigned to Chicago Cubs.
3/24/17,C Ismerling Mota assigned to Seattle Mariners.
3/24/17,C Juan Camacho assigned to Seattle Mariners.
3/24/17,RHP Geoff Broussard assigned to Cincinnati Reds.
3/24/17,C Chad Tromp assigned to Cincinnati Reds.
3/24/17,2B Shed Long assigned to Cincinnati Reds.
3/24/17,RHP Robert Dugger assigned to Seattle Mariners.
3/24/17,3B Nick Senzel assigned to Cincinnati Reds.
3/24/17,RF Reydel Medina assigned to Cincinnati Reds.
3/24/17,LHP Kyle Hunter assigned to Seattle Mariners.
3/24/17,SS Joey Wong assigned to Seattle Mariners.
3/24/17,C Marcus Greene Jr. assigned to San Diego Padres.
3/24/17,2B Reinaldo Ilarraza assigned to San Diego Padres.
3/24/17,3B Tyler Nevin assigned to Colorado Rockies.
3/24/17,RHP Marc Magliaro assigned to Colorado Rockies.
3/24/17,C B.J. Lopez assigned to Arizona Diamondbacks.
3/24/17,RHP Gavin Pittore assigned to Los Angeles Dodgers.
3/24/17,RHP Tyler Jones returned to New York Yankees from Arizona Diamondbacks.
3/24/17,LHP Hoby Milner returned to Philadelphia Phillies from Cleveland Indians.
3/24/17,Minnesota Twins optioned RHP J.T. Chargois to Rochester Red Wings.
3/24/17,Toronto Blue Jays optioned RHP Danny Barnes to Buffalo Bisons.
3/24/17,Philadelphia Phillies optioned RHP Jake Thompson to Lehigh Valley IronPigs.
3/24/17,Philadelphia Phillies optioned LF Tyler Goeddel to Reading Fightin Phils.
3/24/17,Mick VanVossen assigned to Washington Nationals.
3/24/17,3B J.J. Gould assigned to Miami Marlins.
3/24/17,RHP Paul LeBlanc assigned to Minnesota Twins.
3/24/17,LF Willie Argo assigned to Seattle Mariners.
3/24/17,Tampa Bay Rays signed free agent C Fermin Villasmil to a minor league contract.
3/24/17,Los Angeles Angels signed free agent LHP Evan Smith to a minor league contract.
3/25/17,RHP Tyler Hallead assigned to Philadelphia Phillies.
3/25/17,RHP Sutter McLoughlin assigned to Philadelphia Phillies.
3/25/17,RHP Jesen Therrien assigned to Philadelphia Phillies.
3/25/17,LHP Zach Morris assigned to Philadelphia Phillies.
3/25/17,RF Aaron Brown assigned to Philadelphia Phillies.
3/25/17,Arizona Diamondbacks optioned RHP Zack Godley to Reno Aces.
3/25/17,RF Nathan Lukes assigned to Tampa Bay Rays.
3/25/17,RHP Murphy Smith assigned to Toronto Blue Jays.
3/25/17,1B Mike Ford assigned to New York Yankees.
3/25/17,1B Christian Williams assigned to Toronto Blue Jays.
3/25/17,3B Vladimir Guerrero Jr. assigned to Toronto Blue Jays.
3/25/17,RHP Mike Ellenbest assigned to Toronto Blue Jays.
3/25/17,LHP Chris Sadberry assigned to Miami Marlins.
3/25/17,LF Boo Vazquez assigned to Miami Marlins.
3/25/17,RHP Seth McGarry assigned to Pittsburgh Pirates.
3/25/17,C Ryan Hissey assigned to Toronto Blue Jays.
3/25/17,SS Bo Bichette assigned to Toronto Blue Jays.
3/25/17,SS JC Cardenas assigned to Toronto Blue Jays.
3/25/17,RHP Zach Jackson assigned to Toronto Blue Jays.
3/25/17,RHP Nick Hartman assigned to Toronto Blue Jays.
3/25/17,RHP Griffin Glaude assigned to Toronto Blue Jays.
3/25/17,RHP Josh DeGraaf assigned to Toronto Blue Jays.
3/25/17,RHP William Ouellette assigned to Toronto Blue Jays.
3/25/17,LHP Jake Fishman assigned to Toronto Blue Jays.
3/25/17,RHP Wendolyn Bautista assigned to Cincinnati Reds.
3/25/17,RHP Jake Paulson assigned to Cincinnati Reds.
3/25/17,C Miguel Amaya assigned to Chicago Cubs.
3/25/17,CF Trey Martin assigned to Chicago Cubs.
3/25/17,RHP Chris Powell assigned to Los Angeles Dodgers.
3/25/17,C Isaias Lucena assigned to Boston Red Sox.
3/25/17,RHP Tony Gonsolin assigned to Los Angeles Dodgers.
3/25/17,1B Josh Ockimey assigned to Boston Red Sox.
3/25/17,C Steve Berman assigned to Los Angeles Dodgers.
3/25/17,RHP Joey Wagman assigned to Oakland Athletics.
3/25/17,CF Alex Call assigned to Chicago White Sox.
3/25/17,LHP Will Lamb assigned to Chicago White Sox.
3/25/17,RHP Gregory Infante assigned to Chicago White Sox.
3/25/17,1B Lazaro Armenteros assigned to Oakland Athletics.
3/25/17,OF Preston Scott assigned to Texas Rangers.
3/25/17,LHP Adam Choplick assigned to Texas Rangers.
3/25/17,SS Gabriel Ovalle assigned to Cincinnati Reds.
3/25/17,3B Leandro Santana assigned to Cincinnati Reds.
3/25/17,C Collin Theroux assigned to Oakland Athletics.
3/25/17,Seattle Mariners optioned LHP Ariel Miranda to Tacoma Rainiers.
3/25/17,C Tucker Pennell assigned to San Diego Padres.
3/25/17,RHP Zech Lemond assigned to San Diego Padres.
3/25/17,RHP Evan Miller assigned to San Diego Padres.
3/25/17,SS Ryan Howard assigned to San Francisco Giants.
3/25/17,RF Bryan Reynolds assigned to San Francisco Giants.
3/25/17,RHP Ryan Koziol assigned to San Francisco Giants.
3/25/17,RHP Kohl Stewart assigned to Minnesota Twins.
3/25/17,1B Jonathan Rodriguez assigned to Minnesota Twins.
3/25/17,2B Alex Perez assigned to Minnesota Twins.
3/25/17,LF Randolph Gassaway assigned to Baltimore Orioles.
3/25/17,RHP Matthias Dietz assigned to Baltimore Orioles.
3/25/17,Baltimore Orioles optioned LHP Chris Lee to Norfolk Tides.
3/25/17,Los Angeles Angels optioned LF Ryan LaMarre to Salt Lake Bees.
3/25/17,Los Angeles Angels optioned SS Nolan Fontana to Salt Lake Bees.
3/25/17,Los Angeles Angels optioned RHP Alex Meyer to Salt Lake Bees.
3/25/17,St. Louis Cardinals optioned CF Tommy Pham to Memphis Redbirds.
3/25/17,Washington Nationals optioned LHP Matt Grace to Syracuse Chiefs.
3/25/17,Washington Nationals optioned RF Brian Goodwin to Syracuse Chiefs.
3/25/17,Washington Nationals optioned RHP Rafael Martin to Syracuse Chiefs.
3/25/17,Washington Nationals optioned C Pedro Severino to Syracuse Chiefs.
3/25/17,New York Yankees released LHP Jonathon Niese.
3/25/17,Minnesota Twins optioned RHP Jose Berrios to Rochester Red Wings.
3/25/17,Colorado Rockies released 3B Shane Hoelscher.
3/26/17,Boston Red Sox optioned RHP Noe Ramirez to Pawtucket Red Sox.
3/26/17,SS Osvaldo Duarte assigned to Houston Astros.
3/26/17,1B Taylor Jones assigned to Houston Astros.
3/26/17,C Jamie Ritchie assigned to Houston Astros.
3/26/17,OF Myles Straw assigned to Houston Astros.
3/26/17,RHP Lucas Benenati assigned to Cincinnati Reds.
3/26/17,C Tyler Stephenson assigned to Cincinnati Reds.
3/26/17,SS Carlos Rivero assigned to Cincinnati Reds.
3/26/17,OF T.J. Friedl assigned to Cincinnati Reds.
3/26/17,OF Raul Wallace assigned to Cincinnati Reds.
3/26/17,SS Kyle Holder assigned to New York Yankees.
3/26/17,SS Reed Harper assigned to Atlanta Braves.
3/26/17,LHP Sean Keselica assigned to Pittsburgh Pirates.
3/26/17,LHP Austin Davis assigned to Philadelphia Phillies.
3/26/17,LHP Hoby Milner assigned to Philadelphia Phillies.
3/26/17,RHP Alfredo Mena assigned to Cincinnati Reds.
3/26/17,RHP Adonys Cardona assigned to Toronto Blue Jays.
3/26/17,RHP Jackson Lowery assigned to Toronto Blue Jays.
3/26/17,OF Josh Almonte assigned to Toronto Blue Jays.
3/26/17,LHP Mike Zagurski assigned to Detroit Tigers.
3/26/17,C David Gauntt assigned to Miami Marlins.
3/26/17,C Collin Yelich assigned to Miami Marlins.
3/26/17,RHP John Brebbia assigned to St. Louis Cardinals.
3/26/17,2B Dale Burdick assigned to New York Mets.
3/26/17,RHP Jared Carkuff assigned to Toronto Blue Jays.
3/26/17,Oakland Athletics optioned RHP Jesse Hahn to Nashville Sounds.
3/26/17,LHP Ross Detwiler elected free agency.
3/26/17,Seattle Mariners optioned RHP Chris Heston to Tacoma Rainiers.
3/26/17,Cleveland Indians optioned RHP Mike Clevinger to Columbus Clippers.
3/26/17,Cleveland Indians optioned RHP Joseph Colon to Columbus Clippers.
3/26/17,Minnesota Twins released CF Drew Stubbs.
3/26/17,Milwaukee Brewers optioned LHP Brent Suter to Colorado Springs Sky Sox.
3/26/17,2B Javier Betancourt assigned to Milwaukee Brewers.
3/26/17,OF Monte Harrison assigned to Milwaukee Brewers.
3/26/17,RHP Jack Anderson assigned to Seattle Mariners.
3/26/17,LHP Christian Stolo assigned to Los Angeles Dodgers.
3/26/17,RHP Lenix Osuna assigned to Los Angeles Dodgers.
3/26/17,3B Wander Franco assigned to Kansas City Royals.
3/26/17,RF Logan Moon assigned to Kansas City Royals.
3/26/17,RHP Omarlin Lopez assigned to Texas Rangers.
3/26/17,RHP Yordy Cabrera assigned to San Francisco Giants.
3/26/17,C Daniel Gonzalez assigned to Chicago White Sox.
3/26/17,IF Luis Anguizola assigned to San Diego Padres.
3/26/17,C Ryan Miller assigned to San Diego Padres.
3/26/17,C Logan Ice assigned to Cleveland Indians.
3/26/17,C Juan De La Cruz assigned to Cleveland Indians.
3/26/17,C Bryant Aragon assigned to San Diego Padres.
3/26/17,SS Alexis Pantoja assigned to Cleveland Indians.
3/26/17,C Aldemar Burgos assigned to San Diego Padres.
3/26/17,OF Jodd Carter assigned to Cleveland Indians.
3/26/17,C A.J. Kennedy assigned to San Diego Padres.
3/26/17,OF Trenton Brooks assigned to Cleveland Indians.
3/26/17,C Hamlet Marte assigned to Colorado Rockies.
3/26/17,C Campbell Wear assigned to Colorado Rockies.
3/26/17,RHP Logan Cozart assigned to Colorado Rockies.
3/26/17,OF Connor Myers assigned to Chicago Cubs.
3/26/17,1B Matt Rose assigned to Chicago Cubs.
3/26/17,2B Vimael Machin assigned to Chicago Cubs.
3/26/17,RHP Matt Sergey assigned to Oakland Athletics.
3/26/17,LHP Jared Lyons assigned to Oakland Athletics.
3/26/17,Colorado Rockies placed RHP Chad Bettis on the 60-day disabled list. testicular cancer
3/26/17,Colorado Rockies selected the contract of 1B Mark Reynolds from Albuquerque Isotopes.
3/26/17,Detroit Tigers released RHP Mark Lowe.
3/26/17,Detroit Tigers optioned C John Hicks to Toledo Mud Hens.
3/26/17,Tampa Bay Rays placed RHP Kevin Gadea on the 60-day disabled list.
3/26/17,Tampa Bay Rays signed free agent C Derek Norris to a minor league contract.
3/26/17,Oakland Athletics optioned C Bruce Maxwell to Nashville Sounds.
3/26/17,Atlanta Braves signed free agent RHP David Hernandez to a minor league contract.
3/27/17,Boston Red Sox optioned 2B Deven Marrero to Pawtucket Red Sox.
3/27/17,Boston Red Sox optioned C Blake Swihart to Pawtucket Red Sox.
3/27/17,LHP Jesse Adams assigned to Cincinnati Reds.
3/27/17,C Morgan Lofstrom assigned to Cincinnati Reds.
3/27/17,OF Zack Shields assigned to Cincinnati Reds.
3/27/17,RHP Jacob Dorris assigned to Houston Astros.
3/27/17,1B Dexture McCall assigned to Houston Astros.
3/27/17,C Jake Rogers assigned to Houston Astros.
3/27/17,RHP Mariano Rivera assigned to Washington Nationals.
3/27/17,C Dan Rizzie assigned to New York Mets.
3/27/17,2B Vinny Siena assigned to New York Mets.
3/27/17,LHP Jeff Kinley assigned to Miami Marlins.
3/27/17,LHP Jose Quijada assigned to Miami Marlins.
3/27/17,RF Jhonny Santos assigned to Miami Marlins.
3/27/17,CF Ryan McKenna assigned to Baltimore Orioles.
3/27/17,RHP Tanner Chleborad assigned to Baltimore Orioles.
3/27/17,Texas Rangers optioned RHP Eddie Gamboa to Round Rock Express.
3/27/17,Colorado Rockies optioned CF Raimel Tapia to Albuquerque Isotopes.
3/27/17,Kansas City Royals optioned LF Peter O'Brien to Omaha Storm Chasers.
3/27/17,Kansas City Royals optioned LHP Scott Alexander to Omaha Storm Chasers.
3/27/17,Kansas City Royals optioned CF Billy Burns to Omaha Storm Chasers.
3/27/17,LHP Max Wotell assigned to Cincinnati Reds.
3/27/17,C Argenis Raga assigned to Oakland Athletics.
3/27/17,RHP Alexander Guillen assigned to Colorado Rockies.
3/27/17,C Robbie Perkins assigned to Colorado Rockies.
3/27/17,RF Vince Fernandez assigned to Colorado Rockies.
3/27/17,LHP Wes Benjamin assigned to Texas Rangers.
3/27/17,LHP Brady Feigl assigned to Texas Rangers.
3/27/17,LHP Nick Dignacco assigned to Texas Rangers.
3/27/17,RHP Cody Clark assigned to Arizona Diamondbacks.
3/27/17,RHP Will Hibbs assigned to Philadelphia Phillies.
3/27/17,C Edgar Cabral assigned to Philadelphia Phillies.
3/27/17,RF Herlis Rodriguez assigned to Philadelphia Phillies.
3/27/17,Boston Red Sox optioned RF Steve Selsky to Pawtucket Red Sox.
3/27/17,RHP David Fischer assigned to Minnesota Twins.
3/27/17,RHP Jeff Thompson assigned to Detroit Tigers.
3/27/17,RF Alexis Bastardo assigned to Pittsburgh Pirates.
3/27/17,IF Leobaldo Pina assigned to St. Louis Cardinals.
3/27/17,IF Oscar Mercado assigned to St. Louis Cardinals.
3/27/17,OF Austin Wilson assigned to St. Louis Cardinals.
3/27/17,Philadelphia Phillies optioned LF Roman Quinn to Lehigh Valley IronPigs.
3/27/17,Cleveland Indians selected the contract of CF Austin Jackson from Columbus Clippers.
3/27/17,OF Will Benson assigned to Cleveland Indians.
3/27/17,RHP Jeff Johnson assigned to Cleveland Indians.
3/27/17,Chicago Cubs optioned RHP Eddie Butler to Iowa Cubs.
3/27/17,Chicago Cubs optioned LHP Rob Zastryzny to Iowa Cubs.
3/27/17,St. Louis Cardinals optioned C Carson Kelly to Memphis Redbirds.
3/27/17,Tampa Bay Rays signed free agent RHP Emilio Alfonzo to a minor league contract.
3/27/17,Philadelphia Phillies released C Bryan Holaday.
3/27/17,San Francisco Giants signed free agent RHP Ryan Webb to a minor league contract.
3/27/17,Tampa Bay Rays signed free agent LHP Adam Kolarek to a minor league contract.
3/27/17,Tampa Bay Rays signed free agent LHP Jonny Venters to a minor league contract.
3/27/17,Los Angeles Angels signed free agent RHP Brandon Peterson to a minor league contract.
3/28/17,St. Louis Cardinals optioned RHP Mike Mayers to Memphis Redbirds.
3/28/17,Houston Astros optioned RF Preston Tucker to Fresno Grizzlies.
3/28/17,Miami Marlins optioned LHP Hunter Cervenka to New Orleans Baby Cakes.
3/28/17,Miami Marlins optioned RHP Brian Ellington to New Orleans Baby Cakes.
3/28/17,Miami Marlins optioned LHP Justin Nicolino to New Orleans Baby Cakes.
3/28/17,Miami Marlins optioned C Tomas Telis to New Orleans Baby Cakes.
3/28/17,C Derek Norris assigned to Tampa Bay Rays.
3/28/17,Minnesota Twins optioned LHP Buddy Boshers to Rochester Red Wings.
3/28/17,Chicago White Sox traded CF Peter Bourjos to Tampa Bay Rays for Player To Be Named Later.
3/28/17,C Brian O'Keefe assigned to St. Louis Cardinals.
3/28/17,C Pabel Manzanero assigned to Cincinnati Reds.
3/28/17,C Ernesto Liberatore assigned to Cincinnati Reds.
3/28/17,CF Andy Sugilio assigned to Cincinnati Reds.
3/28/17,2B Francis Azcona assigned to Cincinnati Reds.
3/28/17,RHP Manuel Aybar assigned to Cincinnati Reds.
3/28/17,RHP Dauri Moreta assigned to Cincinnati Reds.
3/28/17,2B Andy Young assigned to St. Louis Cardinals.
3/28/17,RF Thomas Spitz assigned to St. Louis Cardinals.
3/28/17,CF Dylan Carlson assigned to St. Louis Cardinals.
3/28/17,RHP Estarlin Arias assigned to St. Louis Cardinals.
3/28/17,RHP Josh Zeid assigned to St. Louis Cardinals.
3/28/17,San Diego Padres selected the contract of SS Erick Aybar from El Paso Chihuahuas.
3/28/17,OF Hosea Nelson assigned to Cleveland Indians.
3/28/17,Arizona Diamondbacks optioned SS Ketel Marte to Reno Aces.
3/28/17,Arizona Diamondbacks placed CF Socrates Brito on the 60-day disabled list. Dislocated Ring Finger on Left Hand
3/28/17,Arizona Diamondbacks selected the contract of RHP Tom Wilhelmsen from Reno Aces.
3/28/17,Arizona Diamondbacks selected the contract of LHP Jorge De La Rosa from Reno Aces.
3/28/17,Cleveland Indians optioned RHP Carlos Frias to Columbus Clippers.
3/28/17,Cleveland Indians optioned LHP Kyle Crockett to Columbus Clippers.
3/28/17,Cleveland Indians optioned RHP Nick Goody to Columbus Clippers.
3/28/17,Cincinnati Reds claimed 2B Scooter Gennett off waivers from Milwaukee Brewers.
3/28/17,RHP Jacob Lemoine assigned to Texas Rangers.
3/28/17,Arizona Diamondbacks claimed 1B Christian Walker off waivers from Cincinnati Reds.
3/28/17,Arizona Diamondbacks designated RHP Evan Marshall for assignment.
3/28/17,RHP David Hernandez assigned to Atlanta Braves.
3/28/17,Philadelphia Phillies traded RHP Alec Asher to Baltimore Orioles for cash.
3/28/17,C Brant Whiting assigned to Los Angeles Dodgers.
3/28/17,RF Carlos Rincon assigned to Los Angeles Dodgers.
3/28/17,RHP Grant Holmes assigned to Oakland Athletics.
3/28/17,C Iolana Akau assigned to Oakland Athletics.
3/28/17,RHP Jeremy Rhoades assigned to Los Angeles Angels.
3/28/17,SS Connor Justus assigned to Los Angeles Angels.
3/28/17,RHP Walker Buehler assigned to Los Angeles Dodgers.
3/28/17,1B Matt Jones assigned to Los Angeles Dodgers.
3/28/17,CF Michael Medina assigned to Los Angeles Dodgers.
3/28/17,2B Daniel Bravo assigned to San Diego Padres.
3/28/17,C Jose Lezama assigned to San Diego Padres.
3/28/17,RHP Ryan Butler assigned to San Diego Padres.
3/28/17,CF Luis Ayala assigned to Chicago Cubs.
3/28/17,1B Gustavo Polanco assigned to Chicago Cubs.
3/28/17,C Michael Cruz assigned to Chicago Cubs.
3/28/17,Pittsburgh Pirates optioned LHP Steven Brault to Indianapolis Indians.
3/28/17,Pittsburgh Pirates optioned SS Gift Ngoepe to Indianapolis Indians.
3/28/17,RHP Connor Eller assigned to Toronto Blue Jays.
3/28/17,LHP Dan Lietz assigned to Toronto Blue Jays.
3/28/17,CF Troy Montgomery assigned to Los Angeles Angels.
3/28/17,Baltimore Orioles optioned RHP Mike Wright to Norfolk Tides.
3/28/17,Atlanta Braves released LHP Paco Rodriguez.
3/28/17,Atlanta Braves optioned RHP Matt Wisler to Gwinnett Braves.
3/28/17,New York Mets optioned C Kevin Plawecki to Las Vegas 51s.
3/28/17,IF Khayyan Norfork assigned to Washington Nationals.
3/28/17,LHP Caleb Smith returned to New York Yankees from Chicago Cubs.
3/28/17,Cincinnati Reds released RHP Deunte Heath.
3/28/17,Tampa Bay Rays signed free agent C Julio Meza to a minor league contract.
3/28/17,Oakland Athletics signed free agent LHP Miguel Alvarez to a minor league contract.
3/28/17,Milwaukee Brewers signed free agent SS Rafael Brito to a minor league contract.
3/28/17,Philadelphia Phillies signed free agent IF James Lovett to a minor league contract.
3/28/17,Los Angeles Angels signed free agent RHP David Perez to a minor league contract.
3/28/17,Atlanta Braves released LHP Michael Kirkman.
3/28/17,New York Yankees signed free agent LHP Jonathon Niese to a minor league contract.
3/29/17,LHP Andy Cox assigned to Cincinnati Reds.
3/29/17,C Derik Capitillo assigned to Cincinnati Reds.
3/29/17,2B Alejo Lopez assigned to Cincinnati Reds.
3/29/17,3B Bobby Dalbec assigned to Boston Red Sox.
3/29/17,RF Chris Madera assigned to Boston Red Sox.
3/29/17,CF Lorenzo Cedrola assigned to Boston Red Sox.
3/29/17,Pittsburgh Pirates optioned RHP Drew Hutchison to Indianapolis Indians.
3/29/17,RHP Derek Self assigned to Washington Nationals.
3/29/17,RHP Mark Blackmar assigned to Washington Nationals.
3/29/17,C Nick Rickles assigned to Washington Nationals.
3/29/17,C Mario Feliciano assigned to Milwaukee Brewers.
3/29/17,RF Austin Aune assigned to New York Yankees.
3/29/17,3B Bryce Denton assigned to St. Louis Cardinals.
3/29/17,SS Tommy Edman assigned to St. Louis Cardinals.
3/29/17,LF Vince Jackson assigned to St. Louis Cardinals.
3/29/17,RHP Yeison Medina assigned to St. Louis Cardinals.
3/29/17,2B Dickie Joe Thon assigned to St. Louis Cardinals.
3/29/17,LHP Ross Vance assigned to St. Louis Cardinals.
3/29/17,C Deivi Grullon assigned to Philadelphia Phillies.
3/29/17,SS Malquin Canelo assigned to Philadelphia Phillies.
3/29/17,2B Pablo Reyes assigned to Pittsburgh Pirates.
3/29/17,RHP Chad Sobotka assigned to Atlanta Braves.
3/29/17,C Austin Bossart assigned to Philadelphia Phillies.
3/29/17,LF Jiandido Tromp assigned to Philadelphia Phillies.
3/29/17,CF Andrew Guillotte assigned to Toronto Blue Jays.
3/29/17,RHP Geno Encina assigned to Toronto Blue Jays.
3/29/17,San Diego Padres optioned RHP Kevin Quackenbush to El Paso Chihuahuas.
3/29/17,OF Forrestt Allday assigned to Los Angeles Angels.
3/29/17,RHP Ronald Muck assigned to Los Angeles Angels.
3/29/17,Pittsburgh Pirates released RHP Jared Hughes.
3/29/17,RHP Triston McKenzie assigned to Cleveland Indians.
3/29/17,LHP Brady Aiken assigned to Cleveland Indians.
3/29/17,IF Miguel Eladio assigned to Cleveland Indians.
3/29/17,OF Oscar Gonzalez assigned to Cleveland Indians.
3/29/17,OF Junior Soto assigned to Cleveland Indians.
3/29/17,LF Nick Kaye assigned to Texas Rangers.
3/29/17,LHP Alex Katz assigned to Chicago White Sox.
3/29/17,LHP Sam Selman assigned to Kansas City Royals.
3/29/17,OF Anthony Jimenez assigned to Seattle Mariners.
3/29/17,SS Chris Baker assigned to San Diego Padres.
3/29/17,C Wilfri De La Cruz assigned to San Diego Padres.
3/29/17,3B Jesse Hodges assigned to Chicago Cubs.
3/29/17,IF Tyler Alamo assigned to Chicago Cubs.
3/29/17,OF Kevonte Mitchell assigned to Chicago Cubs.
3/29/17,C Skyler Weber assigned to Oakland Athletics.
3/29/17,C Robert Mullen assigned to Oakland Athletics.
3/29/17,RHP Daulton Jefferies assigned to Oakland Athletics.
3/29/17,3B Boomer White assigned to San Diego Padres.
3/29/17,Detroit Tigers optioned LHP Blaine Hardy to Toledo Mud Hens.
3/29/17,New York Yankees optioned LHP Caleb Smith to Scranton/Wilkes-Barre RailRiders.
3/29/17,Tampa Bay Rays optioned C Luke Maile to Durham Bulls.
3/29/17,Tampa Bay Rays optioned C Curt Casali to Durham Bulls.
3/29/17,Tampa Bay Rays optioned RHP Ryan Garton to Durham Bulls.
3/29/17,Texas Rangers optioned RHP Nick Martinez to Round Rock Express.
3/29/17,Toronto Blue Jays optioned LF Darrell Ceciliani to Buffalo Bisons.
3/29/17,Cincinnati Reds optioned RHP Sal Romano to Louisville Bats.
3/29/17,Cincinnati Reds optioned RHP Tim Adleman to Louisville Bats.
3/29/17,Los Angeles Dodgers optioned LHP Adam Liberatore to Oklahoma City Dodgers.
3/29/17,Los Angeles Dodgers optioned RHP Josh Fields to Oklahoma City Dodgers.
3/29/17,St. Louis Cardinals placed LHP Zach Duke on the 60-day disabled list. Left elbow injury.
3/29/17,St. Louis Cardinals selected the contract of C Eric Fryer from Memphis Redbirds.
3/29/17,Washington Nationals optioned RHP A.J. Cole to Syracuse Chiefs.
3/29/17,Washington Nationals optioned RHP Trevor Gott to Syracuse Chiefs.
3/29/17,Chicago Cubs signed free agent OF Alonso Gaitan to a minor league contract.
3/29/17,New York Mets signed free agent SS Josh Rodriguez to a minor league contract.
3/29/17,Cincinnati Reds released OF Jeff Gelalich.
3/30/17,New York Yankees optioned 1B Rob Refsnyder to Scranton/Wilkes-Barre RailRiders.
3/30/17,Boston Red Sox placed LHP Drew Pomeranz on the 10-day disabled list.
3/30/17,C Dave Racaniello assigned to New York Mets.
3/30/17,Minnesota Twins optioned C John Ryan Murphy to Rochester Red Wings.
3/30/17,RHP Harol Gonzalez assigned to New York Mets.
3/30/17,SS Jio Mier assigned to New York Mets.
3/30/17,RHP Felix Paulino assigned to Philadelphia Phillies.
3/30/17,Houston Astros signed free agent RHP Bryan Solano to a minor league contract.
3/30/17,C Kevin Garcia assigned to Minnesota Twins.
3/30/17,OF Garrett Whitley assigned to Tampa Bay Rays.
3/30/17,OF Ryan Boldt assigned to Tampa Bay Rays.
3/30/17,LHP Zach Muckenhirn assigned to Baltimore Orioles.
3/30/17,RHP Lucas Humpal assigned to Baltimore Orioles.
3/30/17,RHP Matthew Grimes assigned to Baltimore Orioles.
3/30/17,1B Steve Laurino assigned to Baltimore Orioles.
3/30/17,LHP Ben Griset assigned to New York Mets.
3/30/17,San Diego Padres selected the contract of RHP Craig Stammen from El Paso Chihuahuas.
3/30/17,San Diego Padres placed LHP Robbie Erlin on the 60-day disabled list. Recovering from Tommy John surgery.
3/30/17,RHP Joshua Torres assigned to New York Mets.
3/30/17,RHP Louis Distasio assigned to San Diego Padres.
3/30/17,St. Louis Cardinals placed RHP John Gant on the 10-day disabled list.
3/30/17,St. Louis Cardinals placed RHP Alex Reyes on the 10-day disabled list.
3/30/17,St. Louis Cardinals placed RHP Trevor Rosenthal on the 10-day disabled list.
3/30/17,St. Louis Cardinals placed LHP Tyler Lyons on the 10-day disabled list.
3/30/17,St. Louis Cardinals recalled Sam Tuivailala from Memphis Redbirds.
3/30/17,Los Angeles Dodgers optioned 1B Rob Segedin to Oklahoma City Dodgers.
3/30/17,Colorado Rockies optioned Jordan Patterson to Albuquerque Isotopes.
3/30/17,Cleveland Indians optioned 3B Giovanny Urshela to Columbus Clippers.
3/30/17,Cleveland Indians optioned SS Erik Gonzalez to Columbus Clippers.
3/30/17,Baltimore Orioles optioned RHP Logan Verrett to Norfolk Tides.
3/30/17,Baltimore Orioles optioned RHP Alec Asher to Norfolk Tides.
3/30/17,Detroit Tigers released RHP Mike Pelfrey.
3/30/17,Houston Astros placed RHP Collin McHugh on the 10-day disabled list.
3/30/17,Tampa Bay Rays optioned RHP Chase Whitley to Durham Bulls.
3/30/17,Tampa Bay Rays optioned RHP Jaime Schultz to Durham Bulls.
3/30/17,Toronto Blue Jays optioned C Juan Graterol to Buffalo Bisons.
3/30/17,Toronto Blue Jays optioned RHP Dominic Leone to Buffalo Bisons.
3/30/17,Arizona Diamondbacks sent 1B Christian Walker outright to Reno Aces.
3/30/17,New York Mets optioned LHP Sean Gilmartin to Las Vegas 51s.
3/30/17,Philadelphia Phillies optioned RHP Luis Garcia to Lehigh Valley IronPigs.
3/30/17,Philadelphia Phillies optioned 2B Jesmuel Valentin to Lehigh Valley IronPigs.
3/30/17,Philadelphia Phillies selected the contract of LF Daniel Nava from Lehigh Valley IronPigs.
3/30/17,RHP Felix Pena assigned to Chicago Cubs.
3/30/17,RHP Pierce Johnson assigned to Chicago Cubs.
3/30/17,RHP Mario Meza loaned to Leones de Yucatan from Chicago Cubs.
3/30/17,Houston Astros placed RHP David Paulino on the 10-day disabled list.
3/30/17,CF Ryan Strausborger assigned to Minnesota Twins.
3/30/17,Minnesota Twins signed free agent RHP Paul Clemens to a minor league contract.
3/30/17,Oakland Athletics signed free agent LHP Kyle Twomey to a minor league contract.
